"earn","ht_ft","ht_inches","sex","race","hisp","years_educ","year_of_birth","height_in_inches"
22000,5,2,"female","white","not",18,1943,62
30000,5,2,"female","white","not",13,1954,62
NA,5,10,"male","white","not",16,1955,70
35000,5,11,"male","white","not",12,1929,71
20000,6,2,"male","white","not",12,1948,74
32000,5,5,"female","white","not",16,1958,65
6000,5,3,"female","other","not",12,1959,63
12000,5,7,"female","white","not",12,1951,67
0,5,5,"female","white","not",16,1946,65
10000,5,3,"female","white","not",12,1959,63
1000,5,5,"female","white","not",12,1972,65
12000,5,4,"female","white","not",15,1919,64
16000,5,5,"female","white","not",12,1954,65
NA,5,3,"female","white","not",13,1963,63
0,5,8,"female","white","not",16,1949,68
25000,5,3,"female","white","not",16,1957,63
25000,5,10,"female","white","not",12,1963,70
32000,5,8,"male","white","not",12,1960,68
NA,5,6,"male","white","not",11,1911,66
35000,5,7,"male","white","not",14,1947,67
NA,5,8,"male","white","not",12,1966,68
NA,5,6,"female","white","not",12,1967,66
6000,5,5,"female","white","not",12,1962,65
80000,5,9,"male","white","not",14,1946,69
20000,5,8,"female","white","not",14,1965,68
1000,5,6,"female","white","not",17,1952,66
28000,5,11,"male","white","hisp",13,1952,71
26000,5,4,"male","white","hisp",16,1967,64
27000,6,2,"male","white","not",12,1966,74
18000,5,2,"female","white","not",13,1949,62
2000,5,5,"female","white","not",12,1931,65
20000,5,9,"male","white","not",12,1924,69
NA,NA,98,"female","other","not",12,1929,NA
NA,6,0,"male","other","not",12,1971,72
NA,5,5,"male","white","not",11,1959,65
6000,5,6,"female","white","not",16,1942,66
NA,5,10,"male","white","not",11,1958,70
NA,5,1,"female","white","not",12,1916,61
0,5,0,"female","white","not",10,1922,60
NA,5,10,"male","white","not",12,1971,70
NA,6,1,"female","white","not",11,1969,73
NA,5,6,"female","white","not",12,1916,66
NA,4,9,"female","white","hisp",12,1954,57
25000,5,7,"male","white","not",11,1927,67
12000,6,1,"male","white","not",12,1961,73
0,5,5,"female","white","not",18,1964,65
NA,5,2,"female","white","not",12,1945,62
12000,6,4,"male","white","not",12,1933,76
30000,5,10,"male","white","not",14,1914,70
0,5,4,"female","white","not",12,1960,64
4000,5,3,"female","other","not",15,1968,63
NA,5,7,"female","other","not",11,1972,67
26000,5,3,"female","other","not",13,1953,63
NA,5,9,"female","white","not",9,1937,69
NA,5,7,"female","white","not",9,1967,67
NA,5,6,"female","other","not",12,1960,66
NA,5,1,"female","other","not",12,1965,61
23000,5,10,"male","other","not",12,1955,70
21000,5,11,"male","white","not",12,1957,71
25000,5,5,"female","white","not",12,1928,65
18000,5,10,"male","white","not",16,1915,70
4000,5,3,"female","white","not",13,1946,63
23900,5,4,"female","white","not",12,1968,64
NA,5,8,"male","white","not",12,1922,68
35000,5,4,"female","white","not",18,1950,64
26000,5,7,"male","white","not",14,1960,67
25000,5,6,"male","white","not",16,1954,66
23500,5,8,"female","white","not",13,1963,68
12000,5,5,"female","white","not",12,1968,65
15000,5,7,"female","white","not",12,1970,67
NA,5,1,"female","white","not",8,1923,61
3000,6,1,"male","white","not",17,1967,73
NA,5,3,"female","white","not",12,1922,63
NA,5,6,"female","white","not",12,1953,66
6000,5,4,"female","white","not",12,1923,64
14000,5,11,"male","white","not",12,1921,71
15000,5,3,"female","white","not",16,1959,63
175000,5,11,"male","white","not",16,1942,71
0,5,3,"female","white","not",12,1939,63
NA,5,4,"female","white","not",16,1920,64
1000,6,1,"male","white","not",18,1965,73
10000,5,5,"female","white","not",14,1927,65
45000,5,6,"male","white","not",13,1908,66
15000,5,6,"female","white","not",12,1909,66
NA,5,0,"female","white","not",15,1911,60
NA,5,8,"female","white","not",18,1938,68
20000,4,11,"female","white","not",13,1949,59
NA,5,10,"male","white","not",12,1948,70
NA,5,2,"female","white","not",15,NA,62
35000,5,10,"male","white","not",16,1960,70
40000,6,0,"male","white","not",16,1962,72
35000,5,4,"female","white","not",12,1918,64
NA,6,0,"male","white","not",12,1957,72
50000,5,6,"female","white","not",16,1936,66
1e+05,5,10,"male","white","not",18,1933,70
NA,5,3,"female","white","not",12,1960,63
35000,5,9,"male","white","not",13,1962,69
0,5,6,"female","white","not",12,1939,66
24000,5,8,"female","white","not",12,1955,68
0,5,4,"female","white","not",12,1960,64
NA,5,7,"female","white","not",14,1955,67
NA,5,0,"female","white","not",16,1918,60
0,5,3,"female","white","not",12,1930,63
35000,6,2,"male","white","not",17,1947,74
NA,5,1,"female","white","not",18,1923,61
38000,6,1,"male","white","not",16,1916,73
NA,5,10,"male","white","not",13,1961,70
NA,6,1,"male","white","not",13,1944,73
NA,5,2,"female","white","not",12,1971,62
NA,5,0,"female","white","not",8,1914,60
30000,5,7,"male","white","not",12,1938,67
5000,5,4,"female","white","hisp",12,1951,64
148000,5,7,"male","white","not",18,1952,67
30000,5,10,"male","white","not",12,1958,70
6500,5,4,"female","white","not",15,1959,64
3000,5,2,"female","white","not",16,1953,62
NA,6,0,"male","white","not",15,1915,72
0,5,6,"female","white","not",8,1937,66
23000,5,9,"male","white","not",18,1921,69
NA,5,4,"female","white","not",16,1934,64
NA,5,3,"female","white","not",14,1911,63
NA,6,10,"male","white","not",18,1925,82
NA,5,3,"female","white","not",16,1954,63
40000,5,8,"male","white","not",17,1949,68
30000,6,0,"male","white","not",14,1951,72
0,5,3,"female","white","not",14,1961,63
14000,5,3,"female","white","not",12,1953,63
15000,5,9,"female","white","not",12,1956,69
26000,5,4,"female","white","not",18,1954,64
8000,5,11,"female","white","not",12,1965,71
24000,5,4,"female","other","not",16,1963,64
0,6,0,"male","white","not",8,1970,72
0,5,2,"female","white","not",12,1965,62
0,5,6,"female","white","not",10,1952,66
NA,6,0,"male","white","not",12,1950,72
5124,5,6,"male","white","not",8,1923,66
10000,5,1,"female","white","not",15,1965,61
NA,5,4,"female","white","not",7,1952,64
NA,5,2,"female","other","not",13,1970,62
0,5,9,"female","white","not",13,1971,69
12000,5,8,"female","white","not",16,1958,68
NA,5,6,"female","white","not",12,1967,66
0,5,6,"female","white","not",12,1967,66
NA,5,10,"male","white","not",16,1952,70
50000,5,8,"male","white","not",17,1956,68
NA,5,11,"male","white","not",16,1949,71
23000,5,4,"female","white","not",13,1964,64
0,5,1,"female","white","not",16,1950,61
NA,5,8,"female","white","not",12,1921,68
NA,5,3,"female","white","not",9,1921,63
NA,5,5,"female","white","not",12,NA,65
NA,5,4,"female","white","not",12,1972,64
NA,5,5,"female","white","not",12,1952,65
NA,5,4,"female","white","not",14,1971,64
40000,5,6,"male","other","not",14,1956,66
6000,5,2,"female","other","not",13,1964,62
NA,5,11,"male","white","not",18,1913,71
5000,5,5,"female","other","not",16,1960,65
NA,5,4,"female","white","not",8,1938,64
NA,5,6,"female","white","not",12,1919,66
NA,5,0,"female","other","not",12,1964,60
110000,5,6,"male","white","not",18,1953,66
NA,5,1,"female","white","not",13,1953,61
41000,6,0,"male","white","hisp",13,1958,72
NA,5,10,"female","white","not",12,1935,70
23000,5,3,"female","white","not",13,1912,63
NA,5,8,"female","white","not",14,1912,68
0,5,3,"female","white","not",12,1958,63
21000,5,10,"male","white","not",12,1967,70
4000,5,2,"female","white","not",12,1961,62
25000,5,11,"male","white","not",12,1954,71
30000,5,10,"male","white","not",18,1944,70
14000,5,4,"female","white","not",11,1939,64
6000,5,3,"female","white","not",12,1955,63
14000,5,5,"female","white","not",12,1944,65
43000,5,11,"male","white","not",12,1963,71
25000,5,2,"female","white","not",15,1957,62
40000,6,1,"male","white","not",12,1924,73
NA,5,4,"female","white","not",16,1917,64
65000,5,8,"male","white","not",17,1950,68
16000,6,4,"male","white","not",15,1958,76
NA,5,10,"female","white","not",16,1968,70
NA,6,1,"male","white","not",16,1925,73
NA,5,10,"male","white","not",18,1936,70
8000,5,6,"female","white","not",12,1919,66
20000,5,4,"female","white","not",15,1951,64
14000,5,0,"female","white","not",14,1918,60
45000,5,8,"male","white","not",12,1916,68
8000,5,1,"female","white","not",11,1918,61
NA,5,5,"female","white","not",10,1919,65
12000,5,6,"male","white","not",12,1962,66
8000,5,3,"female","white","not",14,1959,63
16000,5,3,"female","white","not",15,1958,63
NA,5,7,"female","white","not",12,1947,67
6000,6,2,"male","white","not",15,1917,74
NA,5,6,"female","white","not",12,1945,66
NA,5,2,"female","white","not",13,1952,62
19000,5,10,"male","white","not",12,1958,70
21000,5,8,"female","white","not",13,1951,68
43000,5,10,"female","white","not",18,1944,70
35000,5,9,"male","white","not",15,1969,69
8000,5,10,"male","white","not",10,1915,70
21000,5,3,"female","white","not",14,1949,63
5800,5,5,"female","white","not",12,1960,65
17000,5,9,"male","white","not",12,1944,69
NA,6,0,"male","white","not",11,1929,72
NA,5,5,"female","white","not",12,1948,65
24000,5,8,"male","white","not",14,1941,68
5000,5,2,"female","white","not",11,1919,62
NA,5,10,"male","white","not",11,1942,70
11000,5,6,"female","white","not",12,1967,66
10000,5,5,"male","white","not",13,1963,65
40000,5,10,"male","white","not",14,1954,70
0,5,6,"female","other","not",12,1953,66
NA,5,1,"female","white","not",14,1904,61
40000,5,10,"male","white","not",12,1943,70
24000,5,6,"female","other","not",14,1961,66
NA,5,5,"female","white","not",12,1910,65
NA,5,8,"male","other","not",18,1956,68
NA,5,8,"female","white","not",12,1965,68
24000,5,8,"male","white","not",16,1964,68
20000,5,8,"male","white","not",16,1957,68
NA,5,3,"female","white","not",16,1967,63
NA,5,10,"male","white","not",18,1951,70
60000,5,10,"male","white","not",18,1940,70
11000,5,5,"female","white","not",13,1943,65
5000,5,4,"female","white","not",15,1950,64
NA,5,6,"female","white","hisp",12,1918,66
NA,5,3,"female","white","not",17,1906,63
NA,5,9,"male","white","not",18,1951,69
27000,5,5,"female","white","not",16,1960,65
89000,6,5,"male","white","not",16,1949,77
40000,5,10,"male","white","not",14,1962,70
15000,5,4,"female","white","not",16,1964,64
1000,5,4,"female","white","not",14,1970,64
NA,5,9,"male","white","not",12,1922,69
0,5,2,"female","white","not",12,1962,62
22000,5,4,"female","white","not",12,1930,64
12000,5,4,"female","white","not",8,1942,64
22000,5,3,"female","white","not",16,1962,63
40000,4,10,"female","other","not",12,1934,58
NA,6,1,"male","other","not",10,1935,73
0,5,6,"female","white","not",12,1932,66
NA,5,4,"female","white","not",16,1950,64
40000,5,2,"female","white","not",16,1946,62
0,5,1,"female","white","not",13,1948,61
35000,5,4,"female","white","hisp",14,1937,64
7000,5,4,"female","white","not",12,1962,64
NA,5,10,"male","white","not",14,1950,70
14000,5,2,"female","white","not",12,1953,62
NA,5,2,"female","white","not",12,1970,62
15000,5,4,"female","white","not",12,1934,64
NA,5,4,"female","white","not",14,1938,64
0,5,6,"female","other","not",14,1959,66
6000,5,6,"female","white","not",13,1956,66
11000,5,9,"female","other","not",12,1949,69
NA,5,4,"female","white","not",12,1914,64
10000,5,4,"female","white","not",13,1959,64
0,5,2,"female","white","not",12,1931,62
NA,5,2,"female","white","not",12,1958,62
20000,5,11,"male","white","not",14,1949,71
NA,4,11,"female","white","not",12,1934,59
7000,5,2,"female","white","not",12,1917,62
38000,5,8,"male","white","not",9,1944,68
29000,5,8,"male","white","not",9,1932,68
20000,5,2,"female","white","not",10,1946,62
8000,5,3,"female","white","not",12,1933,63
36000,5,9,"male","white","not",16,1939,69
1500,5,7,"female","white","not",12,1946,67
42000,5,4,"female","white","not",18,1961,64
NA,5,8,"female","white","not",17,1946,68
25000,5,10,"male","white","not",12,1968,70
NA,5,2,"female","white","not",16,1949,62
NA,6,4,"male","white","not",9,1972,76
13000,5,9,"male","white","not",10,1970,69
NA,5,6,"female","white","not",11,1926,66
NA,5,6,"female","white","not",12,1919,66
NA,5,4,"female","white","not",12,1938,64
NA,6,0,"male","other","not",15,1941,72
30000,5,9,"male","other","not",11,1939,69
7000,5,9,"male","white","not",12,1967,69
NA,5,2,"female","other","not",12,1908,62
31000,5,0,"female","other","not",12,1942,60
15000,5,6,"female","other","not",12,1948,66
0,5,0,"female","white","not",18,1949,60
50000,5,7,"male","white","not",16,1941,67
NA,5,7,"female","white","hisp",11,1972,67
5000,5,6,"male","white","not",15,1970,66
NA,5,5,"female",NA,"not",16,1934,65
600,5,10,"female","other","not",12,1972,70
14000,5,4,"female","other","not",8,1939,64
NA,5,6,"female","other","not",12,1915,66
40000,5,0,"female","other","not",18,1955,60
24000,5,8,"male","white","not",18,1954,68
NA,5,6,"female","other","not",12,1931,66
22000,6,1,"male","other","not",12,1966,73
20000,6,0,"male","white","not",8,1954,72
20112,5,4,"female","white","not",12,1952,64
12000,5,7,"male","white","not",13,1923,67
NA,5,11,"male","other","not",8,1953,71
NA,5,10,"male","white","not",18,1921,70
NA,5,6,"female","white","not",8,1946,66
41000,5,7,"female","white","not",13,1950,67
13000,5,11,"male","other","not",9,1940,71
0,5,3,"female","white","not",12,1965,63
60000,6,1,"male","white","not",16,1959,73
24000,5,10,"male","white","not",16,1965,70
38000,5,10,"male","white","not",16,1954,70
3000,5,11,"female","white","not",14,1963,71
13000,5,6,"female","white","not",12,1960,66
5000,6,3,"male","white","not",12,1969,75
20000,5,0,"female","white","not",14,1953,60
22000,6,0,"male","white","not",12,1962,72
NA,5,10,"female","white","not",14,1950,70
0,5,3,"female","other","not",16,1967,63
28000,6,3,"male","other","not",9,1935,75
22000,5,0,"female","white","not",12,1949,60
30000,6,1,"male","other","not",12,1946,73
NA,5,5,"male","other","not",6,1920,65
30000,5,5,"female","other","not",12,1958,65
NA,5,3,"female","white","not",17,1927,63
NA,5,8,"female","other","not",12,1941,68
30000,5,7,"male","white","not",16,1959,67
32000,5,1,"female","white","not",12,1921,61
26000,5,9,"female","white","not",17,1947,69
22000,5,4,"female","white","not",14,1956,64
NA,5,2,"female","white","not",14,1918,62
25000,5,10,"male","white","not",12,1957,70
11000,5,8,"female","white","not",10,1966,68
NA,5,7,"male","white","not",12,1957,67
13000,5,2,"female","white","not",12,1937,62
10000,5,4,"female","white","not",15,1948,64
0,5,8,"female","white","not",12,1966,68
NA,6,0,"male","white","not",16,1958,72
12000,5,8,"female","white","not",12,1945,68
NA,5,4,"female","white","not",17,1952,64
0,5,6,"male","white","not",13,1933,66
7000,5,4,"female","white","not",11,1926,64
57000,6,1,"male","white","not",14,1953,73
36000,6,1,"male","white","not",16,1953,73
29000,5,9,"male","white","hisp",14,1961,69
8000,5,8,"female","white","not",13,1971,68
3000,5,11,"male","other","not",11,1972,71
0,5,3,"female","white","not",12,1926,63
NA,5,0,"female","white","not",17,1951,60
20000,5,6,"female","white","not",16,1949,66
0,5,6,"female","white","not",12,1954,66
33000,5,6,"male","white","not",12,1933,66
15000,5,8,"female","white","hisp",12,1922,68
16000,5,10,"male","white","not",12,1957,70
5000,5,2,"female","white","not",12,1912,62
8000,5,6,"female","white","not",14,1947,66
32000,5,3,"female","other","not",16,1956,63
14500,6,3,"male","white","not",12,1966,75
13000,5,7,"female","white","not",12,1961,67
NA,5,8,"male","white","not",16,1963,68
NA,5,0,"female","other","not",12,1956,60
0,5,2,"female","white","not",10,1970,62
NA,5,10,"female","white","not",11,1933,70
7000,5,3,"female","white","not",9,1965,63
50000,5,5,"female","other","not",18,1925,65
12000,5,9,"female","other","not",12,1955,69
19000,5,11,"male","white","not",14,1929,71
NA,5,7,"female","white","not",10,1930,67
9000,5,2,"female","white","not",12,1935,62
NA,5,4,"female","white","not",12,1952,64
20000,5,5,"female","other","not",12,1955,65
55000,6,0,"male","white","hisp",18,1955,72
NA,5,8,"female","white","not",14,1930,68
NA,5,2,"female","other","not",12,1919,62
NA,6,3,"male","white","not",18,1959,75
10000,5,5,"female","white","not",12,1950,65
NA,5,2,"female","white","not",16,1930,62
NA,5,5,"female","white","not",12,1923,65
13000,5,3,"female","white","not",12,1971,63
NA,5,6,"female","white","not",18,1960,66
20000,5,4,"female","white","not",13,1959,64
NA,5,8,"female","white","not",16,1961,68
30000,6,0,"male","white","not",12,1964,72
12000,5,4,"female","white","not",12,1956,64
26000,5,10,"female","white","not",13,1957,70
12500,5,5,"female","white","not",12,1963,65
8000,5,4,"female","white","not",12,1961,64
15000,5,4,"female","white","hisp",16,1958,64
65000,5,7,"male","white","not",14,1965,67
25000,6,1,"male","white","not",10,1969,73
8000,6,1,"male","white","hisp",14,1969,73
15000,5,5,"male","other","not",14,1969,65
12000,5,4,"female","white","not",16,1950,64
NA,6,0,"male","white","not",12,1948,72
35000,5,7,"female","other","not",13,1953,67
40000,5,7,"male","white","not",16,1959,67
NA,5,6,"female","white","hisp",14,1966,66
29000,6,2,"male","white","not",12,1968,74
NA,5,2,"female","white","not",12,1924,62
NA,5,0,"female","white","not",10,1916,60
NA,5,4,"female","white","not",12,1957,64
15000,5,3,"female","white","not",13,1959,63
20000,6,2,"male","white","not",12,1954,74
3000,6,2,"male","other","not",6,1928,74
1000,5,3,"female","other","not",16,1971,63
8000,5,2,"female","other","not",11,1967,62
5000,5,2,"female","white","not",12,1972,62
25000,5,7,"female","white","not",16,1963,67
NA,6,3,"male","white","not",13,1968,75
20000,5,9,"male","white","not",12,1933,69
NA,5,5,"female","white","not",12,1964,65
30000,6,1,"male","white","not",12,1956,73
12000,5,3,"female","white","not",12,1955,63
NA,4,11,"female","white","not",11,1910,59
0,5,0,"female","white","not",12,1956,60
NA,5,5,"female","white","not",14,1952,65
NA,5,4,"male","other","not",14,1956,64
NA,5,4,"female","other","not",10,1931,64
NA,5,6,"female","white","not",15,1938,66
NA,5,4,"female","white","not",18,1912,64
10000,5,7,"female","white","not",14,1958,67
16000,5,9,"male","white","not",12,1971,69
45000,5,11,"male","white","not",12,1961,71
40000,6,0,"male","white","not",14,1936,72
NA,6,0,"male","white","not",12,1964,72
0,5,3,"female","white","not",12,1928,63
NA,5,6,"female","white","not",13,1957,66
25000,5,10,"male","white","not",14,1909,70
19000,5,4,"female","white","not",14,1938,64
17600,5,4,"female","white","not",16,1960,64
7000,5,8,"male","white","not",12,1923,68
30000,6,2,"male","white","not",12,1958,74
18000,5,2,"female","white","not",11,1943,62
NA,5,3,"female","white","hisp",8,1949,63
25000,5,5,"female","white","not",16,1943,65
0,5,6,"female","white","not",14,1935,66
6000,5,0,"female","white","not",5,1928,60
70000,5,9,"male","white","not",18,1948,69
15000,5,1,"female","other","not",16,1956,61
NA,5,8,"male","white","not",12,1929,68
25000,5,5,"female","white","not",17,1957,65
35000,5,6,"female","white","not",16,1962,66
18000,5,10,"male","white","not",16,1966,70
28000,6,0,"male","other","not",15,1960,72
NA,5,6,"female","white","not",12,1941,66
NA,5,7,"male","white","hisp",12,1967,67
15000,5,4,"female","white","hisp",11,1969,64
22000,5,11,"male","white","hisp",14,1962,71
0,5,3,"female","white","not",12,1961,63
35000,6,1,"male","white","not",12,1960,73
18000,5,4,"female","other","not",15,1944,64
35000,5,8,"male","white","not",14,1953,68
16400,5,4,"female","other","not",12,1969,64
22000,5,6,"male","other","not",16,1953,66
30000,5,7,"female","white","not",16,1932,67
17000,5,4,"female","white","hisp",12,1963,64
25000,5,4,"female","other","not",14,1954,64
10000,5,2,"female","white","not",12,1939,62
40000,5,9,"male","white","not",12,1953,69
12500,5,3,"female","white","not",12,1927,63
NA,5,2,"female","white","not",12,1916,62
NA,5,3,"female","white","not",12,1913,63
NA,5,3,"female","white","not",12,1960,63
35000,6,0,"male","white","not",15,1945,72
0,5,1,"female",NA,"hisp",16,1967,61
105000,6,3,"male","white","not",12,1941,75
NA,5,11,"male","white","not",12,1963,71
1e+05,5,10,"male","white","not",18,1950,70
NA,5,0,"female","white","not",12,1929,60
21000,5,9,"male","white","not",12,1939,69
10000,5,4,"female","white","not",14,1934,64
33000,6,0,"male","white","not",12,1964,72
26000,5,9,"male","white","not",18,1965,69
60000,5,3,"female","white","not",10,1912,63
NA,5,6,"female","white","not",16,1939,66
NA,5,4,"female","white","not",16,1906,64
18000,5,11,"male","white","not",16,1945,71
NA,5,4,"female","white","not",12,1919,64
15000,4,11,"female","white","not",8,1929,59
5000,5,8,"male","white","not",13,1970,68
NA,6,3,"male","white","not",16,1934,75
60000,6,5,"male","white","not",17,1948,77
12000,5,8,"female","white","not",14,1921,68
28000,5,10,"male","other","not",18,1952,70
42000,5,9,"male","white","not",18,1947,69
2000,5,3,"female","white","not",12,1957,63
NA,5,5,"female","white","not",16,1936,65
20000,6,1,"male","other","not",18,1957,73
28000,5,6,"male","other","not",15,1950,66
10000,6,0,"male","other","not",17,1928,72
0,5,6,"male","white","not",16,1925,66
31000,6,0,"male","other","not",12,1959,72
17000,5,9,"female","other","not",13,1953,69
16000,5,7,"female","white","not",12,1951,67
35000,5,6,"female","white","not",15,1952,66
3000,5,7,"female","white","not",12,1964,67
NA,5,8,"female","white","not",11,1912,68
NA,6,0,"male","white","not",10,1939,72
NA,5,10,"male","white","not",12,1962,70
16000,5,8,"female","white","not",18,1951,68
35000,5,5,"female","other","not",15,1948,65
27000,5,2,"female","other","not",17,1957,62
25000,5,9,"male","white","not",17,1961,69
0,5,2,"female","white","not",14,1912,62
40000,5,10,"male","white","not",16,1949,70
45000,5,6,"female","white","not",16,1947,66
14000,5,6,"male","white","not",12,1967,66
NA,NA,NA,"female","other","not",16,NA,NA
25000,5,6,"female","white","not",14,1953,66
NA,5,2,"female","other","not",12,1920,62
