"earn","ht_ft","ht_inches","sex","race","hisp","years_educ","year_of_birth","height_in_inches"
40000,6,0,"male","white","not",12,1948,72
NA,6,2,"male","white","not",12,1950,74
NA,5,9,"male","white","not",10,1935,69
34000,5,9,"male","white","not",12,1955,69
40000,5,6,"male","white","not",12,1956,66
NA,5,11,"male","white","not",16,1907,71
35000,5,9,"male","white","not",14,1962,69
12000,5,0,"female","white","hisp",12,1939,60
30000,5,5,"female","white","not",17,1947,65
23000,5,2,"female","white","not",12,1950,62
2000,5,7,"female","white","not",12,1960,67
20000,5,7,"male","white","not",14,1965,67
10000,5,8,"female","other","not",9,1928,68
0,5,5,"female","other","not",6,1923,65
NA,5,3,"female","white","not",16,1957,63
NA,5,5,"female",NA,"not",12,1931,65
NA,5,4,"female","other","not",12,1971,64
NA,5,6,"female","other","not",11,1926,66
60000,5,6,"female","other","not",16,1947,66
12000,6,2,"male","other","not",16,1949,74
25000,5,5,"female","white","not",18,1929,65
22000,5,3,"female","other","not",14,1917,63
0,5,2,"female","white","not",12,1952,62
8000,5,8,"male","white","not",17,1965,68
NA,5,8,"female","white","not",17,1968,68
2000,5,6,"female","white","not",16,1969,66
NA,5,4,"female","white","not",14,1960,64
NA,5,1,"female","white","not",13,1970,61
18600,5,5,"female","white","not",16,1964,65
20000,5,2,"female","white","not",14,1970,62
1e+05,6,1,"male","white","not",18,1953,73
50000,5,2,"female","white","not",15,1950,62
27000,5,10,"male","white","not",12,1948,70
1000,4,10,"female","other","not",12,1932,58
18000,5,8,"male","white","not",12,1970,68
17000,5,7,"female","white","not",14,1967,67
10000,5,4,"female","white","not",12,1916,64
NA,5,11,"male","other","not",16,1924,71
NA,5,8,"female","white","not",16,1953,68
14000,5,10,"male","white","not",14,1955,70
7200,6,0,"male","white","not",14,1924,72
NA,5,7,"male","white","not",11,1939,67
0,5,3,"female",NA,"not",8,1938,63
33000,5,3,"female","white","not",17,1951,63
23000,5,6,"male","white","not",12,1956,66
10000,5,5,"female","white","not",12,1949,65
22000,5,1,"male","white","not",12,1966,61
13000,5,1,"female","white","hisp",12,1971,61
33000,5,7,"female","white","not",12,1959,67
36000,6,1,"male","white","not",12,1954,73
NA,5,6,"female","other","not",10,1926,66
10000,5,11,"female","other","not",14,1958,71
6000,5,4,"female","white","not",12,1930,64
NA,5,10,"male","white","not",11,1927,70
12000,5,7,"female","white","not",12,1947,67
10000,5,2,"female","white","not",11,1943,62
21000,5,7,"female","white","not",12,1945,67
26000,5,9,"male","white","not",12,1958,69
22000,5,6,"female","other","not",12,1940,66
23000,5,6,"female","other","not",15,1936,66
20000,5,6,"male","white","not",15,1966,66
NA,5,4,"female","white","not",16,1949,64
10000,5,6,"female","white","not",13,1952,66
15000,5,4,"female","white","not",12,1919,64
7000,6,0,"male","other","not",14,1966,72
15000,5,4,"female","white","not",12,1952,64
0,5,4,"female","white","not",12,1930,64
26000,5,5,"female","white","not",16,1956,65
NA,5,8,"male","white","not",12,1945,68
10000,6,0,"male","white","not",11,1959,72
NA,5,5,"female","white","not",18,1948,65
0,5,3,"female","white","not",8,1933,63
3000,5,11,"male","white","not",14,1970,71
27000,5,4,"female","white","hisp",17,1949,64
NA,5,10,"male","other","not",16,1938,70
NA,5,6,"female","white","not",18,1951,66
28000,5,4,"female","white","not",17,1965,64
NA,5,9,"female","white","not",12,1968,69
15000,5,7,"female","white","not",12,1963,67
55000,6,3,"male","white","not",18,1960,75
20000,5,6,"female","white","hisp",17,1964,66
8500,5,7,"female","white","not",12,1946,67
0,5,8,"female","white","not",12,1932,68
NA,5,7,"female","white","not",13,1959,67
NA,6,3,"male","other","not",8,1949,75
30000,5,11,"male","white","not",16,1960,71
0,5,2,"female","white","not",12,1924,62
NA,5,8,"female","white","not",13,1936,68
NA,5,7,"female","white","not",14,1972,67
20000,5,8,"female","white","not",12,1959,68
NA,5,10,"female","white","not",15,1933,70
22000,5,10,"male","white","not",6,1915,70
25000,5,7,"male","white","not",16,1964,67
0,5,4,"female","white","not",16,1928,64
NA,5,5,"female","white","not",13,1927,65
NA,5,4,"female","other","not",12,1957,64
NA,5,5,"female","white","not",12,1926,65
3000,5,11,"male","white","not",8,1968,71
16000,5,3,"female","white","not",12,1941,63
NA,5,10,"male","white","not",12,1959,70
NA,5,10,"male","white","not",14,1963,70
0,5,4,"female","white","not",12,1933,64
10000,5,1,"female","other","not",12,1951,61
NA,5,8,"female","white","not",14,1944,68
15000,5,5,"female","other","not",12,1962,65
28000,5,7,"male","white","not",12,1944,67
NA,5,7,"female","white","not",12,1945,67
NA,5,8,"female","white","not",12,1921,68
NA,4,11,"female","white","not",6,1914,59
NA,5,8,"male","white","not",9,1943,68
NA,5,3,"female","white","not",12,1937,63
31500,5,5,"male","white","not",14,1955,65
95000,5,6,"male","white","not",18,1938,66
NA,5,8,"male","white","not",17,1929,68
NA,5,9,"female","white","not",12,1937,69
38000,5,7,"male","white","not",12,1950,67
NA,6,0,"male","white","not",8,1920,72
NA,5,3,"female","white","not",16,1917,63
30000,6,2,"male","white","not",12,1949,74
35900,6,2,"male","white","not",16,1948,74
12000,5,6,"female","white","not",13,1968,66
NA,5,8,"female","white","not",12,1944,68
NA,5,8,"female","white","not",16,NA,68
NA,6,0,"male","white","not",15,1955,72
10000,5,9,"female","white","not",16,1965,69
45000,5,6,"female","white","not",18,1946,66
NA,5,2,"female","white","not",12,1971,62
NA,5,8,"male","white","not",11,1965,68
40000,6,2,"male","white","not",16,1934,74
NA,5,2,"female","white","not",16,1948,62
21500,6,0,"male","white","not",12,1963,72
14000,5,6,"male","white","not",12,1928,66
38000,5,7,"male","other","not",17,1936,67
1000,5,5,"female","white","not",12,1972,65
14000,5,6,"male","white","not",12,1917,66
15000,5,5,"female","white","not",12,1959,65
NA,5,0,"female","white","not",12,NA,60
NA,5,4,"female","white","not",16,1967,64
0,5,2,"female","white","hisp",12,1927,62
NA,5,4,"female","white","not",12,1920,64
24000,5,8,"female","white","not",13,1948,68
4500,5,4,"female","white","not",16,1967,64
18000,5,4,"female","white","not",16,1927,64
NA,5,10,"male","white","not",8,1942,70
NA,5,4,"female","white","not",12,1971,64
14000,5,3,"female","white","not",12,1970,63
10000,5,9,"female","white","not",12,1962,69
9500,5,7,"female","white","not",12,1958,67
11000,5,3,"female","white","not",15,1924,63
17000,5,7,"male","white","not",12,1923,67
6000,5,0,"female","white","not",13,1962,60
2500,5,2,"female","white","not",11,1932,62
40000,6,0,"male","white","not",16,1949,72
0,5,7,"female","white","not",14,1955,67
25000,5,7,"male","white","not",16,1951,67
NA,NA,NA,"male","white","not",13,1929,NA
NA,5,8,"female","white","not",13,1925,68
28000,5,6,"female","other","not",15,1930,66
33000,5,6,"female","other","not",12,1945,66
NA,5,8,"female","white","not",16,1928,68
4000,5,0,"female","white","not",8,1926,60
0,5,7,"female","white","not",12,1961,67
4100,5,5,"male","white","not",16,1960,65
NA,5,0,"male","white","not",11,1914,60
25000,5,9,"female","white","not",12,1908,69
32000,6,0,"male","white","not",12,1962,72
NA,5,5,"male","white","hisp",9,1950,65
NA,5,9,"male","white","not",14,1952,69
13000,5,4,"female","white","not",8,1932,64
8000,5,4,"male","white","hisp",8,1963,64
NA,5,8,"male","other","not",12,1902,68
0,5,2,"female","other","not",17,1964,62
NA,5,7,"female","white","not",11,1924,67
0,5,5,"female","white","not",13,1934,65
17000,5,4,"female","white","not",12,1952,64
15000,5,7,"female","white","not",12,1913,67
18000,5,6,"male","white","not",13,1958,66
12000,6,1,"male","white","not",12,1966,73
7000,6,2,"male","white","not",7,1941,74
0,5,6,"female","white","not",12,1966,66
1200,5,5,"female","white","not",14,1968,65
0,6,0,"male","white","not",12,1972,72
0,5,4,"female","white","not",12,1972,64
NA,5,2,"female","white","not",9,1931,62
NA,6,2,"male","white","not",11,1933,74
14000,5,3,"male","white","not",12,1969,63
17000,5,3,"female","white","not",12,1950,63
30000,5,6,"male","white","not",12,1948,66
NA,5,9,"male","white","not",6,1929,69
0,6,0,"male","white","not",10,1927,72
NA,5,2,"female","white","not",14,1915,62
NA,5,3,"female","white","not",14,1942,63
NA,5,4,"female","white","not",12,1909,64
25000,5,10,"male","white","not",12,1937,70
NA,5,9,"male","white","not",12,1931,69
22000,5,6,"female","white","hisp",12,1957,66
15000,5,3,"female","white","not",12,1969,63
NA,5,2,"female","white","not",16,1952,62
27000,6,1,"male","white","not",12,NA,73
20000,5,3,"female","white","not",16,1964,63
9000,5,9,"female","white","not",11,1956,69
0,5,6,"female","white","not",14,1966,66
17000,6,1,"male","white","not",12,1960,73
NA,5,5,"female","white","not",14,1969,65
NA,5,6,"female","white","not",15,1955,66
NA,5,11,"male","white","not",12,1969,71
1800,5,8,"female","white","not",12,1944,68
18000,5,4,"female","white","not",12,1944,64
25000,5,3,"female","white","not",18,1948,63
NA,6,0,"male","white","not",12,1942,72
NA,5,6,"female","other","not",14,1943,66
20000,5,10,"male","other","not",16,1949,70
75000,5,4,"female","white","not",15,1950,64
3500,5,6,"female","white","not",12,1950,66
36000,5,1,"female","white","not",12,1919,61
30000,6,0,"male","white","not",12,1965,72
25000,5,5,"female","white","not",13,1912,65
1000,5,4,"female","white","not",14,1964,64
60000,5,8,"male","white","not",12,1924,68
NA,5,4,"female","white","not",12,1917,64
35000,6,2,"male","white","not",13,1914,74
9000,5,7,"male","white","not",13,1957,67
35000,5,10,"male","white","not",9,1906,70
11000,5,6,"female","white","not",10,1932,66
12000,5,11,"male","white","not",12,1938,71
30000,5,11,"male","white","not",12,1947,71
19000,5,11,"male","other","not",7,1933,71
NA,5,7,"female","white","not",12,1944,67
9000,6,2,"male","white","not",9,1929,74
30000,6,3,"male","white","not",16,1961,75
0,5,2,"female","white","not",12,1957,62
9000,6,0,"male","white","not",12,1958,72
15000,5,6,"female","white","hisp",16,1960,66
8000,5,5,"female","other","not",12,1959,65
NA,5,10,"male","white","not",8,1945,70
10000,5,6,"female","white","not",10,1915,66
NA,5,10,"male","white","not",18,1937,70
33000,6,0,"male","white","not",12,1953,72
NA,5,10,"male","other","not",10,1930,70
NA,6,0,"female","other","not",5,1907,72
NA,5,4,"female","other","not",9,1925,64
12000,5,0,"female","white","hisp",12,1962,60
18000,5,4,"female","white","not",15,1953,64
NA,5,1,"female","white","hisp",8,1957,61
NA,5,6,"female","other","not",12,1931,66
30000,5,5,"female","white","not",13,1929,65
12500,5,5,"female","white","not",12,1958,65
10000,5,2,"female","other","not",12,1954,62
8500,5,8,"male","other","not",13,1919,68
NA,5,7,"female","other","not",7,1934,67
NA,5,7,"female","white","not",13,1954,67
21000,6,1,"male","other","not",14,1944,73
0,5,3,"female","white","not",12,1961,63
21000,5,4,"female","white","not",12,1913,64
NA,5,10,"male","white","not",12,1943,70
NA,5,3,"female","white","not",12,1958,63
0,5,6,"female","white","not",13,1966,66
NA,5,1,"female","white","not",12,1919,61
21000,5,8,"female","white","not",17,1965,68
0,5,3,"female","white","not",13,1951,63
5000,5,6,"female","white","not",12,1938,66
22000,5,11,"female","white","not",17,1954,71
NA,5,7,"male","other","not",8,1916,67
30000,6,1,"male","white","not",14,1964,73
0,5,4,"female","white","not",12,1962,64
123000,5,1,"female","white","not",14,1932,61
8000,5,3,"female","white","not",9,1945,63
0,5,3,"female","white","not",9,1936,63
0,5,2,"female","white","not",8,1934,62
2000,5,4,"female","white","not",9,1965,64
7600,5,7,"female","white","not",6,1928,67
0,5,7,"female","white","not",12,1972,67
NA,5,6,"female","white","not",8,1921,66
NA,6,0,"male","white","not",14,1968,72
NA,6,1,"male","white","not",16,1931,73
NA,5,6,"female","white","not",15,1963,66
NA,5,6,"female","other","not",12,1960,66
0,5,1,"female","white","not",18,1945,61
10000,5,3,"female","white","not",12,1965,63
35000,6,1,"male","white","not",12,1942,73
NA,5,4,"female","white","not",12,1964,64
15000,5,6,"female","white","not",16,1933,66
4000,5,10,"female","white","not",12,1968,70
16000,5,8,"male","white","not",8,1966,68
200,5,7,"female","white","not",12,1957,67
23000,6,2,"male","white","not",16,1965,74
16000,5,4,"female","white","not",16,1963,64
0,5,1,"female","white","not",12,1963,61
0,5,6,"female","white","not",12,1938,66
6000,5,0,"female","white","not",12,1941,60
600,4,11,"female","white","not",9,1944,59
0,5,2,"female","other","not",16,1954,62
NA,6,2,"male","other","not",14,1967,74
0,5,2,"female","other","not",14,1929,62
NA,5,2,"female","other","not",12,1969,62
0,5,2,"female","white","not",12,1965,62
28000,6,3,"male","other","not",16,1956,75
NA,5,6,"female","white","not",8,1943,66
4000,5,6,"female","white","not",8,1924,66
15000,5,4,"male","white","not",12,1955,64
15000,5,11,"male","white","not",12,1965,71
NA,5,6,"female","white","not",18,1954,66
NA,5,10,"male","white","not",13,1929,70
0,5,1,"female","white","not",10,1955,61
25000,5,3,"female","white","not",12,1960,63
15000,5,7,"female","white","not",12,1964,67
NA,6,2,"female","white","not",12,1941,74
40000,5,9,"male","white","not",11,1946,69
30000,5,10,"male","white","not",11,1939,70
5000,5,6,"female","white","not",12,1961,66
35000,6,2,"male","white","not",14,1956,74
16000,5,5,"female","white","not",14,1959,65
NA,5,3,"female","white","not",12,1954,63
NA,5,8,"female","white","not",12,1915,68
28000,5,4,"female","white","not",16,1950,64
20000,5,8,"male","white","not",15,1948,68
21000,5,6,"male","white","not",13,1960,66
NA,5,3,"female","white","not",12,1951,63
17000,5,9,"male","other","not",12,1948,69
24000,5,0,"female","white","not",13,1940,60
25000,5,1,"female","white","not",12,1915,61
40000,6,3,"male","white","not",12,1944,75
NA,5,10,"male","white","not",9,1965,70
0,5,3,"female","white","hisp",9,1967,63
0,5,9,"male","white","not",13,1970,69
0,5,6,"female","white","not",16,1927,66
8000,5,4,"female","white","not",13,1971,64
NA,5,7,"female","white","not",13,1964,67
19000,5,3,"female","white","hisp",15,1945,63
NA,5,4,"female","white","not",12,1914,64
NA,5,4,"female","white","hisp",11,1954,64
45000,5,7,"female","white","not",16,1921,67
5000,5,4,"male","other","not",17,1957,64
0,6,0,"male","white","not",14,1969,72
24000,5,3,"female","other","not",14,1950,63
5000,5,7,"female","white","not",14,1971,67
NA,5,3,"female","white","hisp",14,1948,63
33000,5,6,"male","white","not",16,1956,66
24000,5,5,"female","white","not",14,1966,65
6000,5,3,"female","white","not",13,1967,63
90000,5,6,"female","white","not",14,1935,66
0,5,4,"female","white","not",16,1945,64
57000,5,4,"female","white","not",18,1943,64
NA,5,8,"female","white","not",14,1969,68
13800,5,11,"male","white","not",14,1936,71
30000,5,11,"male","white","not",18,1953,71
15000,6,0,"male","white","not",12,1950,72
15000,5,0,"female","white","not",14,1915,60
31000,5,10,"male","white","not",12,1961,70
33000,6,2,"male","white","not",17,1950,74
NA,6,2,"male","white","not",8,1934,74
30000,5,8,"male","white","not",18,1929,68
12000,6,2,"male","white","not",12,1952,74
5000,6,3,"male","white","not",12,1968,75
21000,5,8,"male","white","not",12,1931,68
NA,6,0,"male","white","not",12,1931,72
28000,5,3,"female","white","not",18,1944,63
NA,5,5,"female","white","not",12,1954,65
NA,5,11,"male","white","not",9,1928,71
12000,6,0,"male","white","not",12,1959,72
19000,5,4,"female","white","not",12,1944,64
6000,5,3,"female","white","not",14,1955,63
5300,5,6,"female","white","not",13,1930,66
NA,5,6,"female","other","not",12,1969,66
15000,5,1,"female","white","not",13,1962,61
NA,5,0,"male","other","not",2,1900,60
NA,6,0,"male","white","not",16,1921,72
0,5,2,"female","white","not",12,1961,62
NA,5,5,"female","white","not",11,1931,65
17000,6,1,"male","white","not",12,1944,73
NA,5,6,"female","other","not",4,1916,66
4700,5,6,"female","other","not",12,1912,66
NA,5,7,"female","white","not",12,1915,67
0,5,8,"female","white","not",12,1972,68
9500,5,2,"female","white","not",12,1925,62
1700,5,5,"male","white","not",12,1968,65
0,5,3,"female","white","not",14,1947,63
5400,5,2,"female","white","not",12,1959,62
10000,5,8,"male","white","not",12,1959,68
25000,4,11,"female","white","not",15,1907,59
0,5,2,"female","white","not",12,1951,62
NA,5,9,"male","white","not",13,1952,69
NA,5,10,"female","white","not",14,1957,70
NA,NA,NA,"female","white","not",12,NA,NA
NA,5,6,"male","white","not",8,1908,66
0,5,4,"female","white","not",9,1927,64
NA,4,11,"female","white","not",12,1908,59
NA,5,2,"female","white","not",10,1917,62
NA,5,8,"male","white","not",12,1948,68
NA,4,11,"female","white","not",12,1929,59
35000,5,8,"female","white","not",16,1947,68
NA,5,3,"female","white","not",11,1944,63
28000,5,3,"female","white","not",18,1946,63
42000,5,3,"female","white","not",12,1950,63
NA,5,2,"female","white","not",12,1948,62
45000,5,8,"male","white","not",12,1932,68
55000,5,4,"female","white","not",12,1939,64
NA,5,3,"female","white",NA,12,1947,63
NA,5,5,"female","white","not",15,1951,65
NA,6,0,"male","white","not",17,1935,72
36000,5,10,"female","white","not",16,1960,70
NA,5,6,"female","white","not",12,1909,66
25000,5,10,"male","white","not",10,1959,70
19000,6,0,"male","white","not",12,1962,72
38000,5,9,"male","white","not",11,1940,69
15000,5,3,"female","white","not",14,1953,63
4500,4,10,"female","white","not",5,1905,58
96000,5,3,"female","white","not",14,1963,63
11000,5,3,"female","white","not",12,1943,63
9000,6,1,"male","white","not",15,1956,73
5000,5,9,"female","white","not",14,1966,69
50000,5,10,"male","white","not",12,1939,70
0,5,6,"female","white","not",12,1931,66
NA,5,0,"female","white","not",15,1934,60
0,5,6,"female","white","not",16,1928,66
6000,5,5,"female","white","not",13,1946,65
1e+05,6,0,"male","white","not",13,1968,72
16500,5,2,"female","white","not",13,1944,62
NA,6,0,"male","white","not",12,1936,72
0,5,9,"male","white","not",12,1972,69
NA,5,5,"female","other","not",12,1958,65
NA,6,1,"male","other","not",14,1964,73
NA,5,6,"female","other","not",12,1950,66
32000,6,0,"male","white","not",14,1950,72
30000,6,1,"male","white","not",18,1949,73
10000,5,8,"female","white","not",16,1948,68
NA,4,11,"female","white","not",12,1928,59
0,5,4,"female","white","not",12,1955,64
15000,5,6,"female","white","not",12,1971,66
NA,5,2,"female","white","not",16,NA,62
6500,5,0,"female","white","not",8,1907,60
26000,5,0,"female","white","not",18,1927,60
17000,5,5,"female","white","not",12,1931,65
22000,5,3,"female","other","not",18,1931,63
NA,5,6,"female","white","not",12,1911,66
10000,5,4,"female","white","not",12,1949,64
50000,5,11,"male","white","not",14,1932,71
20000,5,7,"male","white","not",12,1955,67
NA,5,3,"female","white","not",13,1953,63
NA,5,3,"female","white","not",12,1923,63
0,5,7,"female","white","not",13,1931,67
400,5,3,"female","white","not",12,1959,63
NA,6,0,"male","white","not",12,1923,72
16000,5,5,"female","white","not",14,1931,65
NA,5,6,"female","white","not",14,1947,66
10000,5,6,"female","white","not",12,1924,66
14000,5,3,"female","white","not",13,1932,63
5000,5,5,"female","white","not",15,1970,65
40000,6,2,"male","white","not",16,1956,74
5000,5,7,"female","white","not",13,1935,67
25000,5,8,"female","white","not",17,1943,68
12000,5,5,"female","white","not",12,1939,65
58000,5,4,"female","white","not",16,1956,64
18000,5,8,"female","white","not",16,1964,68
1000,5,5,"male","white","not",12,1972,65
21000,6,0,"male","white","not",17,1943,72
11000,5,6,"male","other","not",12,1928,66
NA,5,9,"male","white","not",7,1913,69
13000,5,4,"female","white","not",12,1954,64
0,5,4,"female","white","not",12,1937,64
20000,5,0,"female","other","not",16,1902,60
25000,6,0,"male","other","not",12,1955,72
NA,5,10,"male","white","hisp",8,1916,70
NA,5,0,"female","white","not",16,NA,60
600,5,4,"female","white","not",12,1947,64
25000,5,7,"male","other","not",14,1964,67
NA,5,9,"male","white","not",12,NA,69
36000,5,8,"male","white","not",12,1962,68
15000,5,4,"female","other","not",13,1957,64
NA,5,4,"female","white","not",14,1954,64
3500,5,6,"female","white","not",12,1939,66
19005,5,5,"female","white","not",16,1956,65
62000,5,10,"male","white","not",14,1936,70
NA,5,9,"male","white","not",16,1955,69
25000,5,10,"male","white","not",12,1948,70
50000,5,6,"male","white","not",12,1938,66
0,5,4,"female","white","not",12,1962,64
0,5,6,"female","white","not",13,1964,66
40000,5,6,"male","white","not",12,1929,66
26000,6,2,"male","white","not",18,1964,74
NA,5,6,"female","white","not",12,1918,66
NA,5,8,"male","white","not",14,1934,68
22000,5,2,"female","white","not",12,1942,62
21000,5,6,"female","white","not",17,1951,66
6108,5,2,"female","white","not",12,1925,62
30000,5,5,"female","other","not",18,1926,65
NA,5,6,"female","white","not",11,1922,66
NA,5,4,"female","white","not",9,NA,64
NA,5,4,"female","white","not",12,1911,64
6000,5,3,"female","white","not",12,1912,63
NA,5,6,"female","white","not",8,1915,66
27000,5,11,"male","white","not",16,1961,71
NA,5,4,"female","white","hisp",10,1964,64
4000,5,6,"female","white","not",16,1948,66
NA,5,6,"female","white","not",17,1931,66
4416,5,2,"female",NA,"not",6,1918,62
NA,5,6,"female","white","not",12,1951,66
NA,5,4,"female","other","not",9,1928,64
NA,5,7,"female","white","not",16,1957,67
0,5,2,"female","white","not",12,1914,62
5000,5,3,"female","white","not",10,1903,63
0,5,5,"female","white","not",9,1915,65
45000,5,7,"male","white","not",18,1950,67
18000,5,1,"female","white","not",14,1945,61
6000,5,6,"female","white","not",15,1968,66
0,5,1,"female","white","not",12,1941,61
14000,6,0,"male","white","not",12,1966,72
35000,5,9,"female","white","not",14,1966,69
NA,5,6,"female","white","not",12,1949,66
15000,5,4,"female","white","not",16,1961,64
